regions,2020-02-24,2020-02-25,2020-02-26,2020-02-27,2020-02-28,2020-02-29,2020-03-01,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13,2020-05-14,2020-05-15,2020-05-16,2020-05-17,2020-05-18,2020-05-19,2020-05-20,2020-05-21,2020-05-22,2020-05-23,2020-05-24,2020-05-25,2020-05-26,2020-05-27,2020-05-28,2020-05-29,2020-05-30,2020-05-31,2020-06-01,2020-06-02,2020-06-03,2020-06-04,2020-06-05,2020-06-06,2020-06-07,2020-06-08,2020-06-09,2020-06-10,2020-06-11,2020-06-12,2020-06-13,2020-06-14,2020-06-15,2020-06-16,2020-06-17,2020-06-18,2020-06-19,2020-06-20,2020-06-21,2020-06-22,2020-06-23,2020-06-24,2020-06-25,2020-06-26,2020-06-27,2020-06-28,2020-06-29,2020-06-30,2020-07-01,2020-07-02,2020-07-03,2020-07-04,2020-07-05,2020-07-06,2020-07-07,2020-07-08,2020-07-09,2020-07-10,2020-07-11,2020-07-12,2020-07-13,2020-07-14,2020-07-15,2020-07-16,2020-07-17,2020-07-18,2020-07-19,2020-07-20,2020-07-21,2020-07-22,2020-07-23,2020-07-24,2020-07-25,2020-07-26,2020-07-27,2020-07-28,2020-07-29,2020-07-30,2020-07-31,2020-08-01,2020-08-02,2020-08-03,2020-08-04,2020-08-05,2020-08-06,2020-08-07,2020-08-08,2020-08-09,2020-08-10,2020-08-11,2020-08-12,2020-08-13,2020-08-14,2020-08-15,2020-08-16,2020-08-17,2020-08-18,2020-08-19,2020-08-20,2020-08-21,2020-08-22,2020-08-23,2020-08-24,2020-08-25,2020-08-26,2020-08-27,2020-08-28,2020-08-29,2020-08-30,2020-08-31,2020-09-01,2020-09-02,2020-09-03,2020-09-04,2020-09-05,2020-09-06,2020-09-07,2020-09-08,2020-09-09,2020-09-10,2020-09-11,2020-09-12,2020-09-13,2020-09-14,2020-09-15,2020-09-16,2020-09-17,2020-09-18,2020-09-19,2020-09-20,2020-09-21,2020-09-22,2020-09-23,2020-09-24,2020-09-25,2020-09-26,2020-09-27,2020-09-28,2020-09-29,2020-09-30,2020-10-01,2020-10-02,2020-10-03,2020-10-04,2020-10-05,2020-10-06,2020-10-07,2020-10-08,2020-10-09,2020-10-10,2020-10-11,2020-10-12,2020-10-13,2020-10-14,2020-10-15,2020-10-16,2020-10-17,2020-10-18,2020-10-19,2020-10-20,2020-10-21,2020-10-22,2020-10-23,2020-10-24,2020-10-25,2020-10-26,2020-10-27,2020-10-28,2020-10-29,2020-10-30,2020-10-31,2020-11-01,2020-11-02,2020-11-03,2020-11-04,2020-11-05,2020-11-06,2020-11-07,2020-11-08,2020-11-09,2020-11-10,2020-11-11,2020-11-12,2020-11-13,2020-11-14,2020-11-15,2020-11-16,2020-11-17,2020-11-18,2020-11-19,2020-11-20,2020-11-21,2020-11-22,2020-11-23,2020-11-24,2020-11-25,2020-11-26,2020-11-27,2020-11-28,2020-11-29,2020-11-30,2020-12-01,2020-12-02,2020-12-03,2020-12-04,2020-12-05,2020-12-06,2020-12-07,2020-12-08,2020-12-09,2020-12-10,2020-12-11,2020-12-12,2020-12-13,2020-12-14,2020-12-15,2020-12-16,2020-12-17,2020-12-18,2020-12-19,2020-12-20,2020-12-21,2020-12-22,2020-12-23,2020-12-24,2020-12-25,2020-12-26,2020-12-27,2020-12-28,2020-12-29,2020-12-30,2020-12-31,2021-01-01,2021-01-02,2021-01-03,2021-01-04,2021-01-05,2021-01-06,2021-01-07,2021-01-08,2021-01-09,2021-01-10,2021-01-11,2021-01-12,2021-01-13,2021-01-14,2021-01-15,2021-01-16,2021-01-17,2021-01-18,2021-01-19,2021-01-20,2021-01-21,2021-01-22,2021-01-23,2021-01-24,2021-01-25,2021-01-26,2021-01-27,2021-01-28,2021-01-29,2021-01-30,2021-01-31,2021-02-01,2021-02-02,2021-02-03,2021-02-04,2021-02-05,2021-02-06,2021-02-07,2021-02-08,2021-02-09,2021-02-10,2021-02-11,2021-02-12,2021-02-13,2021-02-14,2021-02-15,2021-02-16,2021-02-17,2021-02-18,2021-02-19,2021-02-20,2021-02-21,2021-02-22,2021-02-23,2021-02-24,2021-02-25,2021-02-26,2021-02-27,2021-02-28,2021-03-01,2021-03-02,2021-03-03,2021-03-04,2021-03-05,2021-03-06,2021-03-07,2021-03-08,2021-03-09,2021-03-10,2021-03-11,2021-03-12,2021-03-13,2021-03-14,2021-03-15,2021-03-16,2021-03-17,2021-03-18,2021-03-19,2021-03-20,2021-03-21,2021-03-22,2021-03-23,2021-03-24,2021-03-25,2021-03-26,2021-03-27,2021-03-28,2021-03-29,2021-03-30,2021-03-31,2021-04-01,2021-04-02,2021-04-03,2021-04-04,2021-04-05,2021-04-06,2021-04-07,2021-04-08,2021-04-09,2021-04-10,2021-04-11,2021-04-12,2021-04-13,2021-04-14,2021-04-15,2021-04-16,2021-04-17,2021-04-18,2021-04-19,2021-04-20,2021-04-21,2021-04-22,2021-04-23,2021-04-24,2021-04-25,2021-04-26,2021-04-27,2021-04-28,2021-04-29,2021-04-30,2021-05-01,2021-05-02,2021-05-03,2021-05-04,2021-05-05,2021-05-06,2021-05-07,2021-05-08,2021-05-09,2021-05-10,2021-05-11,2021-05-12,2021-05-13,2021-05-14,2021-05-15,2021-05-16,2021-05-17,2021-05-18,2021-05-19,2021-05-20,2021-05-21,2021-05-22,2021-05-23,2021-05-24,2021-05-25,2021-05-26,2021-05-27,2021-05-28,2021-05-29,2021-05-30,2021-05-31,2021-06-01,2021-06-02,2021-06-03,2021-06-04,2021-06-05,2021-06-06,2021-06-07,2021-06-08,2021-06-09,2021-06-10,2021-06-11,2021-06-12,2021-06-13,2021-06-14,2021-06-15,2021-06-16,2021-06-17,2021-06-18,2021-06-19,2021-06-20,2021-06-21,2021-06-22,2021-06-23,2021-06-24,2021-06-25,2021-06-26,2021-06-27,2021-06-28,2021-06-29,2021-06-30,2021-07-01,2021-07-02,2021-07-03,2021-07-04,2021-07-05,2021-07-06,2021-07-07,2021-07-08,2021-07-09,2021-07-10,2021-07-11
Abruzzo,0.0,0.0,3.0633266195424925e-07,6.126653239084985e-07,1.3784969787941214e-06,2.1443286336797443e-06,2.9101602885653674e-06,3.829158274428116e-06,4.748156260290863e-06,5.360821584199361e-06,6.279819570062109e-06,7.96464921081048e-06,1.1487474823284346e-05,1.592929842162096e-05,2.0217955688980447e-05,3.04800998644478e-05,4.058907770893802e-05,5.222971886319949e-05,6.616785498211784e-05,8.577314534718978e-05,0.000106910099022,0.0001323357099642,0.0001721589560182,0.0002171898573255,0.000267581580217,0.0003170543051226,0.0003715815189505,0.0004107920996806,0.0004591926602694,0.000515251537407,0.0005743737411642,0.0006390099328365,0.000722791915881,0.0007888066045321,0.0008395046600856,0.000883310230745,0.0009176194888839,0.0009378374445729,0.0009664795484656,0.0010015546382594,0.0010343322330885,0.001071092152523,0.0011067799076407,0.0011389448371458,0.0011718755983059,0.0012176723312681,0.0012561170803433,0.0012934896651018,0.0013293305865504,0.0013561346944714,0.0013754336521745,0.00140606691837,0.0014356280202485,0.0014642701241413,0.0015028680395475,0.0015361051333695,0.0015615307443117,0.0015812892010078,0.0015953805034577,0.0015952273371267,0.0015953805034577,0.0015834335296415,0.001566585233234,0.0015508091011433,0.0015284468168207,0.0015043997028573,0.0014812715868797,0.0014625852945005,0.0014412951744947,0.0014250595434111,0.0014066795836939,0.0013899844536174,0.0013662436723159,0.0013415838930286,0.0013204469393537,0.0012925706671159,0.001258567741639,0.0012242584835001,0.0011945442152905,0.0011613071214685,0.0011328181839068,0.0011135192262036,0.0011018785850494,0.0010876341162685,0.0010666503289246,0.0010435222129471,0.0010063027945197,0.0009687770434303,0.0009232866431301,0.0008817785674353,0.0008261791892906,0.0007782381276947,0.0007255489098386,0.000676229351264,0.0006339554439143,0.0006134311555633,0.0005947448631841,0.000582338390375,0.0005771307351218,0.0005670217572773,0.0005509392925247,0.0005370011564057,0.0005232161866178,0.0005072868881962,0.0004863031008523,0.0004679231411351,0.0004504621794037,0.0004313163880315,0.0004124769293213,0.0004038996147866,0.0003940969696041,0.0003832221601047,0.0003694371903168,0.0003579497154935,0.0003420204170719,0.0003294607779317,0.0003195049664182,0.0003127656478552,0.0003061794956232,0.0003017376720249,0.0002966831831026,0.0002897906982087,0.000281060217343,0.0002646714199284,0.0002499674521546,0.0002233165105646,0.0001945212403409,0.0001674107997579,0.0001478055093929,0.0001289660506827,0.0001237583954295,0.0001216140667958,0.0001205419024789,0.0001188570728382,0.0001170190768665,0.0001147215819018,0.000113343084923,0.0001128835859301,0.0001125772532681,0.0001085949286627,0.0001049189367193,0.0001007834457829,9.603528952265714e-05,9.205296491725189e-05,9.14402995933434e-05,9.0980800600412e-05,9.036813527650353e-05,8.883647196673227e-05,8.853013930477802e-05,8.791747398086952e-05,8.653897700207541e-05,8.592631167816691e-05,8.669214333305253e-05,8.546681268523552e-05,8.485414736132704e-05,8.393514937546428e-05,8.378198304448717e-05,8.393514937546428e-05,8.53136463542584e-05,8.761114131891528e-05,9.052130160748065e-05,9.496312520581726e-05,0.0001007834457829,0.0001121177542752,0.0001232988964365,0.0001367775335625,0.0001488776737097,0.0001589866515542,0.0001637348078145,0.0001694019620606,0.000173843785659,0.0001788982745812,0.0001842590961654,0.0001894667514187,0.0001931427433621,0.0001966655689746,0.0001991162302702,0.0002044770518544,0.0002133606990511,0.0002246950075434,0.0002355698170428,0.0002469041255351,0.0002586979330203,0.0002691132435268,0.0002769247264066,0.0002859615399342,0.0002992870107293,0.0003086301569189,0.0003124593151933,0.0003196581327492,0.0003286949462769,0.0003351279321779,0.0003437052467126,0.0003594813788033,0.0003732663485912,0.0003838348254286,0.0003891956470128,0.0003936374706112,0.0003985387932024,0.0004022147851459,0.0004107920996806,0.00042166690918,0.0004337670493272,0.0004437228608407,0.0004572014979667,0.0004725181310644,0.000488141096824,0.00050161973395,0.00052199085597,0.0005388391523775,0.0005512456251866,0.0005651837613055,0.0005863207149804,0.0005988803541205,0.0006172603138378,0.0006321174479425,0.0006466682493854,0.0006564708945679,0.0006699495316939,0.0006815901728482,0.0006976726376008,0.0007175842606278,0.0007384148816407,0.0007612366649563,0.0007857432779126,0.0008148448807983,0.0008537491288664,0.000903375020103,0.0009583617329238,0.0010248359205679,0.0011055545769928,0.0011901023916922,0.0012899668394893,0.0014022377600955,0.0015189505043001,0.001646691224335,0.0017796395996232,0.0019101373136157,0.0020542668310651,0.0022199928011824,0.0023756097934552,0.0025399572665936,0.0027298835170052,0.0029231794266984,0.0031120335127932,0.0033417830092589,0.0036024721045819,0.0038645396968838,0.0041478974091915,0.0044579060630892,0.004773735037564,0.0051111604647066,0.0054536403807714,0.0057693161889153,0.0060676842016587,0.0063439962627415,0.006601928364107,0.0068837544131049,0.0072152063533394,0.0075780573914242,0.0079641897118175,0.0083588993467455,0.0087801067569326,0.009179258215459,0.0095696791931197,0.0099666863230124,0.0103468451564976,0.0106899377378864,0.0110489596176968,0.0113703025800868,0.0116954747007512,0.0119955275431354,0.0122703079409084,0.0125236450523445,0.0127896949692518,0.0130085696562181,0.0132249936818888,0.0134369758839611,0.0136146488278946,0.0137454528745491,0.0138103953988834,0.0138205043767279,0.0137825191266455,0.0136377769438721,0.0134692939797973,0.013263591597295,0.0130523752268776,0.0128270675540102,0.012634690642303,0.0123913093423803,0.0121620193449076,0.0119874097275936,0.0117670033773175,0.0115335778889084,0.01130183723014,0.0110385443071903,0.0107116873568852,0.0104142383421276,0.0101956699878232,0.0099934904309334,0.0098132136593733,0.0096361533807638,0.0094453081323663,0.0092656440261301,0.009146021121637,0.0090798532666549,0.0090072524257717,0.0089426162340994,0.0088153350130574,0.008690963952304,0.0086231112676811,0.0085780803663738,0.0086012084823514,0.0086270935922865,0.008630310085237,0.008623877099336,0.0086339860771805,0.0085840538532819,0.0085929375004786,0.0086614028504254,0.0086689080006432,0.0086413380610674,0.0086595648544536,0.0086468520489825,0.0086018211476753,0.0085874235125634,0.0086509875399189,0.0086764131508611,0.0086558888625102,0.0086160656164561,0.0085201834932645,0.0083588993467455,0.0082101748393668,0.0081501336376237,0.0080289790698208,0.0079350881089318,0.0078702987509285,0.0078174563667414,0.0077277008967888,0.0077156007566416,0.0077829939422716,0.0078381338214233,0.0078375211560994,0.0078300160058815,0.0078493149635847,0.0078093385511996,0.007827105845593,0.0079670998721061,0.0081103103915697,0.0081878125550441,0.0082768021933418,0.0083261217519164,0.0083385282247256,0.0084118948972636,0.0085495914288121,0.0087287960360553,0.0089478238893526,0.0091239651699763,0.0092579857095813,0.0093696439648636,0.009447146128338,0.0095421092535438,0.0096594346630723,0.0097383153235255,0.0097908513750507,0.0098141326573592,0.0097845715554806,0.0097462799727363,0.0098107629980777,0.0098706510334898,0.0099349808925002,0.0099823092887721,0.0100368365025999,0.0100172312122349,0.010016618546911,0.0100947333757093,0.0101566125734241,0.0101942914908444,0.0102122119515688,0.0101802001883945,0.0100798762416045,0.009956117846175,0.0098818321756511,0.0098164301523239,0.0097358646622299,0.0095471637424661,0.0093122065907472,0.0090247133875031,0.0087286428697243,0.0085463749358615,0.0084529434739655,0.0084212380434532,0.0083734501481884,0.0083143279444312,0.008202210190156,0.0081018862433659,0.0080668111535722,0.0080531793501152,0.0080184105929834,0.0079697036997327,0.0079280424577069,0.0078781102338084,0.0078378274887614,0.0079095093316587,0.0079989584689493,0.0080648199912695,0.0080735504721352,0.0080717124761634,0.0079913001524004,0.0079162486502217,0.0078992471874832,0.0079012383497859,0.0078972560251805,0.0079069055040321,0.0079078245020179,0.0078214386913468,0.0077388820389501,0.0077142222596628,0.0076364137635265,0.0075250618409061,0.0074665523024728,0.0073974742872021,0.0072651385772379,0.007150570161667,0.0070954302825152,0.0070254332692587,0.0069019812064911,0.0067978281014267,0.0067275247555082,0.0066108120113036,0.0065375985050966,0.0065558252984828,0.0065644026130176,0.0065360668417868,0.0065020639163099,0.0064381935562924,0.0063122908322292,0.0061912894307573,0.0061271127380779,0.0060797843418059,0.0060045796732962,0.0059047152254991,0.0057803441647457,0.0056178346875789,0.0054707950098409,0.005363119079164,0.0053046095407307,0.0052133224074683,0.0050921678396654,0.0049468129915681,0.0047725097069162,0.0046230193678825,0.0045545540179357,0.004525911914043,0.0045076851206567,0.004485476002665,0.0044422830973295,0.0043713670860871,0.0043102537200272,0.0042696646423183,0.0042402567067707,0.0041975233004281,0.004171025525169,0.0041356441027133,0.0040722332416888,0.0040141832022484,0.0039853879320247,0.003869594185806,0.0034381246314435,0.0029311440759092,0.0024008822380664,0.0018464201199292,0.0013778843134702,0.0012351332929995,0.0011796870811858,0.0011375663401671,0.001111068564908,0.0010782909700789,0.0010396930546727,0.0010063027945197,0.00099067982876,0.0009689302097612,0.000943504598819,0.0009139434969405,0.0008805532367874,0.0008422616540432,0.000810096724538,0.0007937079271234,0.0007797697910045,0.0007587860036606,0.0007358110540141,0.0007169715953039,0.0006930776476714,0.0006766888502569,0.0006783736798976,0.0006783736798976,0.0006768420165879,0.000676229351264,0.0006812838401862,0.0006805180085313,0.0006887889904041,0.0007010422968822,0.0007119681618253,0.0007306033987608
Basilicata,0.0,0.0,0.0,0.0,0.0,0.0,3.59108978801797e-07,7.18217957603594e-07,1.077326936405391e-06,2.154653872810782e-06,3.231980809216173e-06,4.309307745621564e-06,5.745743660828752e-06,7.900397533639534e-06,9.69594242764852e-06,1.1491487321657503e-05,1.3646141194468284e-05,1.544168608847727e-05,1.6878122003684458e-05,1.831455791889165e-05,2.262386566451321e-05,2.872871830414376e-05,3.8424660731792274e-05,5.3148128862665954e-05,7.254001371796298e-05,9.44456614248726e-05,0.0001167104181105,0.0001361023029658,0.0001576488416939,0.0001817091432737,0.0002054103358746,0.0002373710349879,0.0002754365867409,0.0003099110487059,0.0003397170939464,0.000367727594293,0.0003874785881271,0.0004054340370672,0.000418361960304,0.0004320081014985,0.0004452951337142,0.0004567866210358,0.0004650461275483,0.0004761785058911,0.0004851562303612,0.0004919793009584,0.000496288608704,0.000496288608704,0.000492697518916,0.0004862335572976,0.0004833606854672,0.0004794104867003,0.0004765376148699,0.0004700736532515,0.0004632505826543,0.0004531955312478,0.0004409858259686,0.0004291352296681,0.0004226712680497,0.0004140526525584,0.0004047158191096,0.0003993291844275,0.0003907105689363,0.0003781417546782,0.0003688049212294,0.0003594680877805,0.0003501312543317,0.0003461810555649,0.00033863976701,0.000333253132328,0.0003257118437732,0.0003127839205363,0.0002977013434266,0.0002876462920202,0.0002754365867409,0.0002646633173769,0.0002592766826948,0.00025173539414,0.0002452714325216,0.0002370119260091,0.0002265977656239,0.000213669842387,0.0002000237011926,0.0001845820151041,0.0001677038931004,0.0001486711172239,0.0001289201233898,0.0001102464564921,9.40865524460708e-05,8.079952023040432e-05,7.21809047391612e-05,6.751248801473783e-05,6.499872516312526e-05,6.284407129031447e-05,6.104852639630548e-05,5.853476354469291e-05,5.566189171427853e-05,5.207080192626056e-05,4.847971213824259e-05,4.4529513371422826e-05,4.057931460460306e-05,3.662911583778329e-05,3.303802604976532e-05,2.944693626174735e-05,2.729228238893657e-05,2.4778519537323992e-05,2.2982974643315007e-05,2.2264756685711413e-05,2.154653872810782e-05,2.0469211791702428e-05,2.0469211791702428e-05,1.9750993834098837e-05,1.903277587649524e-05,1.8673666897693443e-05,1.7596339961288052e-05,1.651901302488266e-05,1.5800795067279067e-05,1.5082577109675472e-05,1.436435915207188e-05,1.4005250173270082e-05,1.3646141194468284e-05,1.3287032215666488e-05,1.2927923236864691e-05,1.077326936405391e-05,9.336833448846722e-06,7.900397533639534e-06,6.104852639630549e-06,4.309307745621564e-06,5.027525703225158e-06,5.386634682026955e-06,5.745743660828752e-06,6.463961618432346e-06,7.18217957603594e-06,7.541288554837737e-06,7.900397533639534e-06,8.25950651244133e-06,8.618615491243128e-06,8.977724470044925e-06,8.977724470044925e-06,8.977724470044925e-06,8.977724470044925e-06,8.977724470044925e-06,8.977724470044925e-06,8.977724470044925e-06,9.69594242764852e-06,1.0414160385252113e-05,1.1132378342855706e-05,2.4778519537323992e-05,3.950198766819767e-05,5.350723784146776e-05,6.751248801473783e-05,8.151773818800791e-05,8.295417410321511e-05,8.33132830820169e-05,8.36723920608187e-05,8.403150103962049e-05,8.546793695482769e-05,8.654526389123308e-05,8.798169980644026e-05,8.941813572164744e-05,9.085457163685464e-05,9.193189857326004e-05,9.300922550966542e-05,0.0001012687320221,0.0001098873475133,0.0001185059630045,0.0001253290336018,0.0001325112131778,0.0001317929952202,0.0001310747772626,0.0001271245784958,0.000124969924623,0.0001220970527926,0.0001195832899409,0.0001185059630045,0.0001210197258562,0.0001235334887078,0.0001228152707502,0.000123174379729,0.0001235334887078,0.000123174379729,0.000123174379729,0.0001271245784958,0.000132152104199,0.0001364614119446,0.0001425662645843,0.0001479528992663,0.0001529804249695,0.0001558532967999,0.0001583670596515,0.00016483102127,0.000172013200846,0.0001817091432737,0.0001942779575317,0.000204692117917,0.000211874297493,0.0002226475668571,0.0002327026182635,0.0002438349966064,0.0002567629198432,0.0002678952981861,0.0002743592598045,0.000280823221423,0.000284414311211,0.0002883645099778,0.0002908782728294,0.0002941102536386,0.0002959057985326,0.0002955466895538,0.0002994968883206,0.0003099110487059,0.0003210434270488,0.000335048677222,0.0003587498698229,0.0003907105689363,0.0004197983962193,0.0004485271145234,0.0004851562303612,0.0005242991090506,0.0005526687183759,0.0005936071419593,0.0006345455655427,0.0006690200275077,0.0006923621111298,0.0007171406306671,0.0007322232077768,0.0007530515285473,0.000778907375021,0.0008083543112828,0.0008374421385657,0.0008618615491243,0.0008819716519372,0.0009049546265805,0.0009401473065031,0.0009914998904717,0.0010572168335924,0.00112688397548,0.0011893689377915,0.0012583178617214,0.0013265485676938,0.0014080663058818,0.0014967662236458,0.0016044989172864,0.001688530418326,0.0017775894450688,0.0018770626321969,0.0019887455246043,0.0021043786157785,0.0022613092395149,0.002447686799513,0.0026311914876807,0.0028190054835941,0.0030556583006244,0.0032980568613157,0.003563797505629,0.0038223559703663,0.0041365763268178,0.0044177586572197,0.004728747032862,0.0050207026326279,0.0053528784380195,0.005692595531966,0.0060718146135807,0.0064244596307641,0.006756276327177,0.0071103577802755,0.0074349922971124,0.0077686045384192,0.0081183766837722,0.0085126783424965,0.0088739419751712,0.0091856485687711,0.0094833499121978,0.0098151666086107,0.0101491379588963,0.0103764539424779,0.0106281893366179,0.0108404227430898,0.0109571331612004,0.0110217727773847,0.011162543497075,0.0112817676780372,0.0113758542304833,0.0114548582058197,0.0114864597959542,0.0114993877191911,0.0114789185073994,0.0114214610707911,0.0113708267047801,0.0113216287746842,0.0112745854984612,0.0112286195491745,0.0111794216190787,0.0111392014134529,0.0110698933805441,0.0110027400015082,0.0109370230583875,0.0108756154230124,0.0108203126402769,0.0107940976848244,0.0107427451008557,0.0106834921193534,0.010671641523053,0.0106540451830917,0.0106522496381977,0.0106619455806253,0.0106827739013958,0.0106867241001626,0.0107007293503359,0.0107334082674069,0.0107987661015488,0.0108748972050548,0.0109600060330308,0.0110156679247451,0.0110584018932225,0.0111316601248981,0.0112135369720649,0.0113194741208114,0.0114663496931413,0.0116340535862418,0.0117425044978399,0.0118681926404205,0.011957969885121,0.0120463106939062,0.0121163369447726,0.0122003684458122,0.012271472023615,0.0123314432230749,0.0123802820441919,0.0124222977947117,0.0124438443334398,0.0124621588913587,0.0124704183978712,0.0124556949297403,0.0124481536411854,0.0124549767117827,0.0124481536411854,0.0124485127501642,0.0121741534903597,0.0117518413312888,0.0112002499398492,0.0104834684181608,0.0093824402891545,0.0084074594117076,0.0075757630168027,0.0068277390139585,0.0062255132565079,0.0060211802475697,0.005966236573813,0.0059138066629079,0.0059123702269927,0.0059177568616748,0.0059371487465301,0.0059831146958167,0.006040572132425,0.0060757648123476,0.0061360951207863,0.006174519781518,0.0062025302818646,0.0062330545450627,0.0062729156417097,0.0063152905012084,0.0063641293223254,0.0064424150797042,0.0065350651962351,0.0066489027425152,0.0067501714745373,0.0068801689248636,0.0070022659776562,0.0071103577802755,0.0072256317624709,0.0073646069372672,0.0074493566562644,0.0073933356555713,0.0073430603985391,0.0071997759159972,0.006995442907059,0.0068571859502203,0.0068442580269834,0.0068302527768101,0.006883041796694,0.0070087299392746,0.0071125124341483,0.0072134220571916,0.0072981717761889,0.0073890263478257,0.0074928088426994,0.0075825860873999,0.0076888823451252,0.007803438109363,0.0079018339695547,0.007968269130633,0.0080246492403049,0.0080731289524431,0.0081262770813058,0.0082203636337519,0.0083302509812652,0.008434033476139,0.0084936455666201,0.0085496665673131,0.0086003009333242,0.0086534490621869,0.0087249117489684,0.0088340808785242,0.008885074353514,0.0089041071293905,0.0088908200971748,0.0088908200971748,0.0088911792061536,0.0089224216873094,0.0090042985344762,0.0090908437983674,0.0091881623316227,0.0093242646345886,0.0095171061562052,0.0096963015366273,0.0099027891994383,0.0100974262659489,0.0102209597546567,0.0103093005634419,0.0103800450322659,0.0104651538602419,0.0105725274449037,0.0106917516258659,0.0108116940247857,0.0108924935450161,0.0109237360261718,0.0109352275134935,0.0109646744497552,0.0110041764374234,0.0110860532845902,0.0111668528048206,0.0112031228116796,0.0112257466773441,0.0112419065813902,0.011202404593722,0.011166134586863,0.0110928763551875,0.0110027400015082,0.0108709470062879,0.0107036022221663,0.010446839302323,0.010200490542865,0.0099652741617498,0.009725748472889,0.0095181834831416,0.0093332423590587,0.009171284209619,0.0089694649635324,0.0087820100765979,0.0085884503370237,0.0084408565467362,0.0083047542437703,0.0081801434281261,0.008039013599457,0.0079018339695547,0.0077510081984579,0.0075930002477851,0.0073911810016985,0.0072022896788488,0.0070414088563456,0.0068661636746903,0.006692714037929,0.0065871359981613,0.006479044195542,0.0063386325848305,0.0062323363271051,0.0061213716526554,0.0059827555868379,0.0058516808095752,0.0057292246478038,0.0056179008643753,0.0055137592605227,0.0054466058814868,0.0053816071563237,0.0053309727903126,0.0052638194112767,0.0051873291987919,0.0050997066079643,0.0046971454427275,0.0041240075125598,0.0035576926529894,0.0030046648256346,0.0023485727213637,0.002012805826184,0.001853361439596,0.0016978672517748,0.0015567374231057,0.0015096941468827,0.0014288946266523,0.0013574319398707,0.001297101631432,0.0012338984511629,0.0011983466622615,0.0012022968610284,0.001211992803456,0.0012198932009897,0.0012148656752864,0.001208401713668,0.001177518341491,0.0011412483346321,0.001097796148197,0.0010438100983838,0.001012687320221
